Review,Sentiment,Polarity
"I love this place and order from them a lot...good food, fresh, and hot. Wish the driver remembered to ring the bell so it wasn't sitting outside after he delivered it.",Positive,0.8481
The only issue I had was that the bag was open enough to have flies get in my food.,Neutral,0.0
One of my favorite restaurants to order from!,Positive,0.4588
Love it! Best dolmas in town.,Positive,0.8555
I eat here all the time. I like it.,Positive,0.3612
Everything was great,Positive,0.6249
"There is a reason this is one of my go to spots...fresh, hot, and filling tasty food for a decent price!",Neutral,0.0
We LOVE it! Always delicious and great portions,Positive,0.9186
"Always a go to spot for me. Food was delicious, plenty, and hot!",Positive,0.5719
Great food. Order was nice and warm.,Positive,0.8316
This was the best tasting falafel I have ever had before. I have ordered falafel from many restaurants in the past and this is the supreme falafel!— not to mention how remarkably tasty the gyros chicken and dolmas were,Positive,0.8316
"I will always order and eat from this restaurant. However, this is the first time I am giving it anything but a 5 star. Two things...some of the chicken still had cartilage on it, and the other is that the order came 16 minutes too early and we hadn't gotten home from work yet.",Positive,0.34
Just really good food.,Positive,0.4927
"This is my number one local go to spot. Hot, fresh food with good portions and reasonably priced. I will always keep ordering from here!",Positive,0.6705
Will always order again,Neutral,0.0
"We’ve been eating here for years now, and we’ve never been disappointed. The food is always spot on, and so so good!",Positive,0.6656
Not the best location for this chain,Positive,0.6369
"The food was wonderful and flavor was good, the only thing that I was not a fan of was the fries, they seem to be under cooked, more soggy them crunchy. I would order again just no fires.",Positive,0.7579
Flavorful food with good sized portions. It came hot and not soggy.,Positive,0.4404
"The food was good overall, but driver drove around with my order for 15 mins, so food was pretty much cold when it arrived. I've had the same dish before and it's much better when it arrives hot.",Positive,0.8402
The bread was hard and dry,Negative,-0.1027
"I needed tzatziki sauce. Otherwise, it was yummy.",Positive,0.5267
"I don’t think I’m a fan of falafel, I really didn’t like this sorry",Negative,-0.4338
Literally the best food!,Positive,0.6369
"Usually they are excellent, today they didn't follow my special instructions.",Positive,0.3489
It's hella worth the price! Delicious.,Positive,0.7316
"Food was great, but orders frequently missing items.  Order extra just in case.",Positive,0.4404
The serving size was small and not prepared well. It had good taste.,Positive,0.7096
"Good food, clean restaurant, friendly staff",Positive,0.8316
Best Mexican food in Sacramento,Positive,0.6369
They did not include hot sauces requested in the app. Also the 2 burritos were not labeled. Lazy.,Negative,-0.3612
Amazing food! Love this place.,Positive,0.8402
"Very good food, proper taqueria.",Positive,0.4404
Not impressed . It had just opened. Seemed expensive and poor vale,Neutral,0.0
"Tasty, yummy, and convenient when it came to time.",Positive,0.5267
It was good just forgot the chicken,Positive,0.4404
"well, they failed to put napkins in the bag, disappointed by that.",Negative,-0.6486
"Order ended up being very late. I decided to just go pick it up myself, wasn't worth waiting just to eat cold food.",Negative,-0.1695
Satisfied my burger baby bump's craving. Chocolate shake was good too!,Positive,0.6124
One of my favorites,Positive,0.4588
I love this restaurant its one of my favorites,Positive,0.802
"Restaurant is excellent, delivery not so good",Positive,0.765
confusing grub hub menu. food wasn’t good.,Negative,-0.5116
No issues at all with the delivery. The shredded pork was very dry and barely any cheese. I haven’t ordered from here for a while due to a change in the quality. I thought it was a fluke but that does not seem to be the case.,Neutral,0.0
great job delivering,Positive,0.6249
"Good food, needed plates and napkins as we're staying in a hotel.  Not sure how you could say that in the order",Positive,0.6369
Good but forgot my cheese on my nachos,Positive,0.4404
Food was good.  I called to request extra sauce.  Which I didn't receive any sauce also my order was missing some item's.,Positive,0.1779
They forgot some sauces otherwise it was fine,Positive,0.2023
They forgot to include key ingredients (meat and beans) for one of the items (super nachos) I ordered. The burrito was a little salty as well.,Positive,0.6929
"I like it but prefer one where delivery isn't an option. But this one is good, not excellent but they are generous with their side of guacamole and pico.",Positive,0.796
The fries were very over cooked to the point of breaking the plastic fork and even having a hard time with my metal fork. Everything else was great but the burnt/overcooked fries kinda killed it :(,Negative,-0.1298
Usually the food is decent but I don't think the fries were good,Negative,-0.3412
"Wrong order, can't eat what they sent me",Negative,-0.4767
Lots of incompetence all around.,Negative,-0.5106
"Overall good! Food was ready a little later than I expected given the pickup time I set, but I showed up a bit late anyways so it wasn't a big deal. The food itself was great! Good portion size",Positive,0.9081
It was a great burrito!,Positive,0.6249
Great food and service,Positive,0.6249
Restaurant seemed fine but our food sat there more than 30 mins.,Positive,0.2023
Great food for a reasonable price!,Positive,0.6249
"Good food, decent price, delivery was just right",Positive,0.4404
"I used to order from this place alot but in the past week or 2 they have raised prices by like 30%, lowered the amount of food you get by around 20% and the quality seems worse too. It used to be kinda worth it to order from here but now it's definitely not, unfortunately.",Negative,-0.1171
They did not send the whole order but what I received was very good.,Positive,0.4404
"The order was very late and because if that the food was cold and my drink was watered down. I love this restaurant, tho! I also got some GrubHub credit because of the inconvenience. I'll order again, but maybe at a different time. :)",Positive,0.3612
"Food was really good, and I had an on time contact free delivery!",Positive,0.7574
They forgot an entire part of my order,Neutral,0.0
The food was hot and delicious! Everything was fantastic.,Positive,0.8074
Great food great price,Positive,0.8481
Food was cold by the time it got here :/,Neutral,0.0
Good food fast,Positive,0.4404
Good food and delivery service ❤️ 🙂,Positive,0.4404
"I didn't get chicken super burritos, I got plain bean burritos",Negative,-0.4847
Won't go there again,Neutral,0.0
We ordered refried beans to be in the taco salad but they put refried beans.  Not what we asked for.,Neutral,0.0
Good. Just missing sauces for Tonya tacos and mozzarella sticks,Positive,0.1779
I can't as wrong order was dropped off,Positive,0.3724
"Food was late and extremely cold. Supposed to arrive at 9:22, and got here just before 10. This is the first time a delivery has been like this, very frustrating",Negative,-0.1027
"Missing my two tacos and sauces. I mean, you spend 30 bucks on some food its kinda rough not having all the sauces for your little fried treats :(",Positive,0.0571
"Decent food, delivered a little late but still good.",Positive,0.3892
"Found a long strand of hair on one of m burgers, it happens I guess 🫠",Neutral,0.0
Food was cold,Neutral,0.0
Homie left my drink in the middle of the street. Food was alright but cold,Positive,0.25
Good but expensive for fast food.,Positive,0.4404
Filled the special order for the large number of items ordered completely correct.,Positive,0.4588
"Got everything I ordered, but it was lukewarm/cold by the time it arrived. That's fine with me since it saved me from going outside when I did not feel well.",Positive,0.6908
Either the driver forgets something or the restaurant does and this happens every time,Neutral,0.0
I didn't get my drink.,Neutral,0.0
I never got my onion rings,Neutral,0.0
"Got my drink without a lid, order was late",Neutral,0.0
"Great restaurant, great food. Classic and reliable",Positive,0.8481
The order was an hour late. I would've fed my children something else if I'd known it would be that late. I didn't see an option to cancel after the fact.,Positive,0.1877
My girlfriend and me love the chicken and coleslaw and would love to come in and eat there.,Positive,0.8555
Very yummy and consistently good,Positive,0.743
The delivery was very fast and the food was warm. Canes is soooo goooooood I love it so much. The order was perfect down to the sauce. Recommend greatly.,Positive,0.9062
I ordered my food at 8:30pm my food did not arrive until 10:30pm when we had already ate something else. I contacted Grub Hub support and they were not understanding or helpful what so ever. I would think twice when ordering from GrubHub.,Positive,0.6705
The food was very delicious and the driver was early and warm. Drink was good,Positive,0.8176
They forgot my drink and the ETA took super long,Positive,0.5994
Chicken was DRYYYY,Neutral,0.0
Delicious food as always and showed up early,Positive,0.5719
The order was really late,Neutral,0.0
Late food ddd,Neutral,0.0
I ordered three extra sauces and did not receive,Neutral,0.0
I only received half of my food order with no utensils or sauce,Neutral,0.0
Quick delivery and yummy chicken fingers! 🙂👍🏼,Positive,0.5267
Thank you so much,Positive,0.3612
They sell delicious food,Positive,0.5719
"WRONG SODA. Got diet coke instead of regular, ruined my meal",Negative,-0.7351
"We didnt get the extra sauce we paid for, we are students please send everything://",Positive,0.3182
"Driver was extremely rude and unprofessional. The food was an hour late, and it was cold when it arrived.",Negative,-0.7828
Son loves it,Positive,0.6369
Always loved raising cane’s and was always delicious everytime I ordered here. But my recent order didn’t taste great and tasted undercooked. Would still recommend this restaurant but felt that I needed to be honest about my recent order not being satisfying.,Positive,0.9202
Driver was terrible,Negative,-0.4767
"The food was good, but the price was a lot higher than normal and we didn't receive one of our items",Positive,0.4404
Restaurant was fine. Order was wrong. Had to order a second time and it was delivered to the wrong house. This was absolutely ridiculous!,Negative,-0.8016
great restaurant but took forever to get my food,Positive,0.6249
i love canes so much,Positive,0.6369
Bread wasn't good,Negative,-0.3412
"Usually never disappoints, but I wanted my sweet tea 😔",Negative,-0.0762
the food arrived cold,Neutral,0.0
Canes never disappoints,Positive,0.2924
The food was delicious and had the perfect amount of food.,Positive,0.8126
"Love the food,  wish they had BOB toast option in GrubHub ordering.  And ability to specify no ice for drinks",Positive,0.8481
they need to cook their chicken more,Neutral,0.0
Wong’s and fries were excellent! Soda was flat:(,Positive,0.5719
"Restaurant was fine, but delivery took far too long from time food was picked up",Positive,0.2023
First time trying this restaurant and the food choice I ordered was very delicious.,Positive,0.5719
Love it! Always stellar and delicious.,Positive,0.836
Food was cold and soggy,Neutral,0.0
"Food was good this time, my 1st order was delivered to the wrong place but the 2nd guy got it right and the food was great. 👍🏾",Positive,0.5994
I requested to meet face-to-face. My order was not brought to me. It was left at the door on the ground.,Neutral,0.0
Food wasn’t hot,Neutral,0.0
The food is good but they always seem to be running behind. My original estimated time was 12:15 and my food didn't arrive until 12:40 (almost an hour after I ordered). If had known it was going to take that long I would have ordered from somewhere else,Positive,0.6369
Very good wings,Positive,0.4404
Chicken taste horrible,Negative,-0.5423
The garlic noodles were BEYOND dry and old…,Neutral,0.0
Several of the nuggets were really small.,Neutral,0.0
forgot two items,Neutral,0.0
Missing items  I paid for,Negative,-0.296
I had hair in my food,Neutral,0.0
Fire wings never disappoints!,Negative,-0.0557
Overcooked and hard had to throw it away soda was damaged food was not good at all,Negative,-0.1027
Food quality is always consistent and flavors are amazing,Positive,0.5859
Always quality food. I like it when it's extra crispy,Positive,0.3612
The chicken was. It cooked all the way still had blood in the chicken could barely eat and of the wings,Neutral,0.0
Food was very overcooked and tasted funny couldn't eat it,Positive,0.4404
Chicken was extremely small and not very well seasoned,Positive,0.3353
"Everything was good, I was a little disappointed at the size of those wings they can only be described as tiny. But everything was tasty",Neutral,0.024
The food was not edible waste of money chicken was cooked way to hard couldn't even eat it greasy and just outright nasty won't be ordering every again.,Negative,-0.7783
"My order wasn't correct, ordered veggie sticks instead of fries and they have me fries anyway. Food was cold, wings not well seasoned",Positive,0.2732
My food arrived extremely cold,Neutral,0.0
Don’t order late in the day the service gets extremely lazy and careless,Negative,-0.6779
Chicken was too dry.  Lemon chicken was too sour and too salty.   Even my 5 yr old grandson said that it was very sour and salty.,Neutral,0.0
Was a bit overcooked and I didn't get even pieces.,Neutral,0.0
🔥 greatest wings,Positive,0.6369
The chicken tasted old or refried maybe like the oil hasn't been changed in a while,Positive,0.3612
If I was in the restaurant and ordered my order would be right however because I ordered online and had it sent I think they take advantage,Positive,0.25
The food is always good,Positive,0.4404
One of my favs,Neutral,0.0
"This is probably the most bland Mexican food I’ve eaten.  Half of the dishes didn’t even look at salt… let alone typical Mexican spices.  I feel like I just wasted $100.  The hamburger I bought for my son was probably the best dish.   Please… find your cumin, cinnamon, s/p, etc.  Everything I ordered was so exceptionally tasteless.",Positive,0.5859
"It was my first time ordering from this restaurant and food was burnt, salty and fries soggy. I will never order from this restaurant again.",Neutral,0.0
It was good just different taste to their sauce not what I’m use to,Positive,0.4404
"Tamale dinner worst tamales I have ever had. Terrible, the ones you get in a can are 1000 times better, YUCK 🤮",Negative,-0.6486
"Rice and beans was very good. My chicken taco was crispy but had very little chicken, tamale was very dry, chili relleno was decent. I think I’ll stick to the minestrone soup next time which is very good.",Positive,0.4588
"My order of menudo was excellent, best I’ve had from a restaurant . I will continue ordering from the 524 Mexican restaurant.  If you like menudo, you must try the 524.",Positive,0.886
Great Mexican food,Positive,0.6249
Always terrific food and great customer service,Positive,0.802
Best Mexican restaurant in Natomas!,Positive,0.6369
Missing sour cream and guacamole on my order.,Negative,-0.296
Tamales were not good to me. Won’t purchase again.,Positive,0.4404
Great food and service.,Positive,0.6249
Really good food,Positive,0.4927
Won't order again it just didn't taste good and the chile relleno was raw,Negative,-0.3412
Good food but should be delivered hot.,Positive,0.4404
Delicious food. The tamales were the best I ever had.,Positive,0.836
Good food but quite far away.  Food was cold and 1/2 hr. late probably due to distance.,Positive,0.4404
Will use in future.,Neutral,0.0
I love this restaurant. They did not get our order right however,Positive,0.6369
The soup dineinonly,Neutral,0.0
the driver drove literal miles out of the way to deliver the meal and it is cold.,Neutral,0.0
The food was really good !,Positive,0.4927
Very good food !,Positive,0.4404
"The albondigas soup was just ok. Surprised it didn't have rice in it, which is a main ingredient for that soup.",Positive,0.4767
Hope you use the same delivery driver.,Positive,0.4404
One of our favorites.,Positive,0.4588
"One of the best, authentic Mexican restaurants",Positive,0.6369
Very pleased with quality and overall taste,Positive,0.4404
"Inaccurate food descriptions, poor quality food, no directions followed, and missing food",Negative,-0.6486
"Great food and portions! Please note that despite what the menu shows, soup is not included with the combos.",Positive,0.7506
Not so good. Missing basic cutlery,Positive,0.1779
Delicious food and great service,Positive,0.8316
"I don't believe it was the driver's fault; how, my food was very late. Also, I ordered the Mac and cheese and it was not good at all. All my food was cold as well.",Positive,0.7398
I like it but they always get the order incorrect,Positive,0.3612
"The food was terrible.  Everything tasted the same, the corn, the chicken, this fish.  You couldn't tell what you were eating unless you looked inside the breading.  Very disappointing.",Negative,-0.743
Driver left food on the ground outside the gate. Driver did not wait for me to come out. Would like to remove tip.,Positive,0.3612
This was the fish and chips I have ever had. The food was dry and had little a little bit of fish in all the batter. I will tell everyone save your money. It’s terrible!!,Neutral,0.0258
Food was delayed a couple times,Negative,-0.2263
"Wow, one of the best fish sandwiches I've ever had!",Positive,0.8402
Loved it all combo’s Red Snapper fish,Positive,0.5994
1st timer. Food was great.,Positive,0.6249
"I have not ate there since you changed managers. I ate there twice and was not happy with it. But I was wanted to try it again cause I used to enjoy it from time to time and it was very good. Still a tad different than it was with prior manager. But the French fries were a lot better different type. I don't like the crinkle kind that it used to be and the fish was a lot nicer. Bigger, but there's something different about the coating. It seemed to be  little harder or something. I don't know, but it was still excellent, but just not as good as it used To b",Positive,0.8914
I was given old fish. The cod was ok but the cat fish was old. Had brown freezer burns on it  I was very disappointed 😞,Negative,-0.2263
Good fried fish. Sides not so much,Positive,0.4404
"The code fish was delicious. Although the breading was a bit more than the fish itself. The frys were tasty, and the food arrived hot. Even though I requested utensils, they were not included.",Positive,0.5719
Fish is excellent! Sides not good and missing a side,Positive,0.6597
Jumbo shrimp was teeeeeeny. Red beans and rice was terrible.,Negative,-0.4767
"Not recommended for mobile orders. This restaurant will not contact you if they are out of items, and their substitution choices are terrible. I ordered the 2 combo basket, birthday cake slice, and strawberry shake. The shake was immediately refunded with no explanation - I'll assume they were out. Now, when I think of birthday cake, I think funfetti. I received chocolate cake, which I can see is a separate item on the menu. I don't eat chocolate, so this went in the trash. Then to the combo - the proteins (wings and catfish with lemon dust) were great. The sides, tho... Okra was good, but the Mac and cheese was inedible (wtf kind of cheese is that??), and the coleslaw is mid. If I had been counting on that cake and shake, my night would've been ruined. But the catfish was the goal, so there's that. Will not order delivery from here again, though.",Negative,-0.5719
"Food was very good and hot however, one item was left out.",Positive,0.4404
Very good and fast,Positive,0.4404
Usually their food is excellent but the ribs were dry and I had ordered 2 sides of fries since I had a full rack of ribs. I only received one small container of fries when on previous orders I received 2 small containers or one large container of fries. Very disappointing since this is my go too order at Chili's.,Positive,0.128
Order was correct. Driver was quick and very polite. Girl deserves a raise. Hard to find good people.,Positive,0.3612
Love the restaurant and food. But the order was cold due to delivery being late.,Positive,0.6369
"Food is good, steak had more fat than before but still tasty. Ribs⭐️⭐️⭐️.
Driver was efficient, kind and very nice!",Positive,0.8979
"Food always good, grub hub driver excellent!",Positive,0.765
"Always delicious food, warm and well packaged! Delivery gentleman was efficient, professional and kind. An asset to his company!🤗",Positive,0.9371
We love Chili's!!,Positive,0.6369
Good smash burger!,Positive,0.4404
Forgot to give me my chili,Neutral,0.0
Order delivered over 30 min late and was cold. I don't know if it was restaurant or delivery person.,Neutral,0.0
Good amount of food for the price,Positive,0.4404
Consistently delicious food!,Positive,0.5719
I received the complete wrong order and it was the fault of the driver. He did not check the name or delivery service. It was a DoorDash order!,Negative,-0.7003
Good meal and good delivery.,Positive,0.7003
Steak  was a little red for medium well.,Positive,0.2111
"Chili’s did nothing wrong. The fault with this order lays squarely on Grub Hub and their appalling delivery. Driver speaks no English and couldn’t read the very detailed directions I gave to find  my condo. He drove aimlessly around for 25 minutes in my complex. I called him 3 times. Didn’t understand a word I said. Food was cold, in shambles, inedible when it finally arrived.",Positive,0.3208
The bun used for my burger was too small and soggy on the bottom,Neutral,0.0
Carlos was fast and drove all the way across town! Give him a raise!,Neutral,0.0
"Driver did not follow special
Instructions therefore that and 1 thing ordered incorrectly/missing",Positive,0.4019
Order was incorrect so not great,Positive,0.6249
"Right on time, food was still hot.",Neutral,0.0
"The order was wrong. I received chicken strips instead of steak, regular fries instead of Texas fries. Everything I was up charged for didn’t arrive. Not satisfied with the resolution either.",Negative,-0.7377
Food was thrown together and a mess I had fries in my order and asked for condiments but I didn't receive any!!!...food was cold by the time it arrived,Negative,-0.3612
"It's usually delicious...... tonight the steak was really tough, no onions very little rice!! Not good at all",Positive,0.6735
Everything was fantastic,Positive,0.5574
Perfect except they forgot the guacamole.,Positive,0.5719
No thoughts sorry,Negative,-0.0772
Not enough salsa for the amount of chips received,Neutral,0.0
Chili's is my favorite restaurant!,Positive,0.4588
"Did not receive any of the “on the side” requests
Fajita were missing cheese and sour cream
Paid for guacamole and did not receive",Negative,-0.296
"Chilis is always a decent standby, you know why you are getting and it is ok food.",Positive,0.296
Good like always,Positive,0.6597
Feel was terrible,Negative,-0.4767
Don't take orders good,Negative,-0.3412
First time eating 5guys. Not a fan.,Positive,0.3182
Didn’t even knock on my door. Just dropped the bag on my doormat. Not cool at all.,Positive,0.3182
Food was great if it had been delivered to correct address!!,Positive,0.6249
"Delivery was fast, order was 100% correct, and the food was excellent. Portion sizes are large.",Positive,0.5719
It's awesome! Amazing food!,Positive,0.836
"It's a good burger, if a bit pricey.",Positive,0.4404
I have been a five guys fan forever bit today the fries were hard and the burger just not so good. I think being on the premises is better than traveling after being  prepared.,Positive,0.8225
Consistent with all other Popeye's,Neutral,0.0
Love the food!,Positive,0.6369
"The food is good, but my order was missing all of the sauces, which means I ended up with a lot of dry chicken",Positive,0.1779
I like the restaurant. It has great food. They've never made a mistake on my order.,Positive,0.8242
"Missing condiments and silverware 
Otherwise food was fine",Negative,-0.1027
Missing food late order.  Probably won't order again,Negative,-0.296
The sandwich is delicious and made exactly as I wanted. Jersey Mike is one of my favorite to-go places,Positive,0.7717
"Favorite sandwich shop for myself, Daughter, and Mother-in-law.",Positive,0.4588
"Food was good, didn't deliver my dessert.",Positive,0.4404
"Outstanding, easily in the top 5 Italian sandwiches I've ever had.",Positive,0.802
Usually great. Today they messed up my order. Still will order from them,Positive,0.4019
Excellent.  My favorite location.,Positive,0.7717
This was my first time having this food. It was on point. The bread was excellent. The food was still warm and good. I will go again.,Positive,0.8176
Tonight was excellent,Positive,0.5719
"Now that Baseball has started again, thisThe Husband",Neutral,0.0
Paid 40 bucks to have a sandwich delivered that was filled with lettuce and tomato and no meet,Neutral,0.0
I had to meet the guy outside in the train even though he didn't even attempt to find my apartment he was still in his car talking to me. Horrible service,Negative,-0.5423
"Too much oil and vinegar on sandwich, other then that it was amazing",Positive,0.5859
Food was excellent.,Positive,0.5719
"Did not get order correct. Incorrect drink, incorrect chips, and incorrect sandwich",Neutral,0.0
Drivers appeared to have taken other orders as the gps tracker had him way off course.,Neutral,0.0
I like Jersey Mike's.  I ordered very early.  It makes no sense that the order was delayed.  And the driver did wander around before everting back on track.,Positive,0.1531
It's pretty good!,Positive,0.7269
Just my favorite basic sub place. Always delicious and consistent,Positive,0.7717
Jersey Mikes is always a good and convenient way to get great sandwiches,Positive,0.7906
Restaurant is great. Delivery service stunk.,Positive,0.3612
Consistent good quality,Positive,0.4404
"Ok, just the bread was like it had been baked the day before and hard and crusty, last time it was good fresh and moist",Positive,0.8176
"It was sandwiches, and they are good.",Positive,0.4404
"Good, love the roll, like a grinder!",Positive,0.8625
We like it.,Positive,0.3612
I like Jersey Mikes. Love the #56 but wish there was more consistency with amount amount of toppings and cooking time.,Positive,0.8555
Good restaurant Grub Hub not so good,Positive,0.7003
Its overall good. Ordered white bread but got rosemary bread. Not my fav.,Positive,0.7096
i ordered large and got small,Neutral,0.0
They are not prepared to fulfill orders in a timely manner and the management person is rude to customers as well as delivery order pick up people,Positive,0.4404
"I like JM! Wish there options to add more mushrooms, onions, peppers to the sandwich thru doordash.  Could be extra sales for Doordash and JM.",Positive,0.6369
Always great food!,Positive,0.6249
"Everything was fine, but I was a little disappointed that the driver left my order at the bottom of the walkway stairs not on at my front door.",Negative,-0.2516
The order was incorrect.,Neutral,0.0
Good fresh food,Positive,0.6369
"You never go wrong w/ Panera Bread, always good food.",Positive,0.6656
Food was quickly delivered and very good,Positive,0.4404
Great 👍 and exactly what I needed,Positive,0.6249
"We stopped ordering at the end of the pandemic since the portions were tiny, sandwiches half empty, etc.  Tried it again after years, and not disappointed this time!",Negative,-0.7003
Appreciate the choices & fresh food,Positive,0.6124
The soup was salty and the portions are too small even for me. The sandwich was delicious though!,Positive,0.5719
I usually like Panera but the food quality in todays order was poor. And items were missing ruining a meal,Negative,-0.5859
"Restaurant is great, you increasing their prices is not.",Positive,0.6249
"Food is great. Just delivery took longer than expected for a Sunday mid afternoon😕. Time kept being pushed back,  ended up being one hour and 15 mins from order to delivery. It might be traffic but on Sunday? 🤷🏻‍♀️",Positive,0.6249
"Good food, faster than expected delivery, well worth it, Panera is always good. Recommend for sure.",Positive,0.9118
"Missing soup. Had to get a refund which is fine, but disappointed that we didn't get the soup. Other than that food we received was good",Negative,-0.1531
