Item Name,Price,Time of Day
Buttered English Muffin,$4.99,afternoon
Pork Sausage Patties (2),$6.25,afternoon
Smoked Sausage Links (2),$9.99,afternoon
Buttermilk Biscuit,$4.99,afternoon
Buttermilk Biscuit & Gravy,$8.74,afternoon
Appetizer Sampler,$19.99,afternoon
Mozza Sticks,$13.74,afternoon
Chicken Quesadilla,$16.24,afternoon
Tomato Basil Soup,$7.49,afternoon
Cinnamon Dippers,$9.99,afternoon
Crispy Shrimp,$14.99,afternoon
Cali Roasted Turkey Melt,$19.99,afternoon
Philly Cheese Steak Stacker,$19.99,afternoon
Buttermilk Crispy Chicken Strips & Fries,$21.24,afternoon
Fisherman's Platter,$23.74,afternoon
Crispy Fish & Fries Platter,$21.24,afternoon
Crispy Shrimp & Fries Platter,$19.99,afternoon
Sirloin Steak Tips,$24.99,afternoon
T-Bone Steak Dinner,$26.24,afternoon
Atlantic Salmon,$23.74,afternoon
Country Fried Steak,$22.49,afternoon
Original Gluten-Friendly Pancakes - (Full Stack),$16.86,afternoon
French Fries,$4.99,afternoon
Hickory-Smoked Bacon Strips,$6.24,afternoon
Slice of Ham,$8.74,afternoon
Hash Browns,$5.74,afternoon
Crispy Breakfast Potatoes,$6.24,afternoon
Pork Sausage Links,$6.24,afternoon
Seasonal Fresh Fruit,$6.24,afternoon
55+ Breakfast Sampler,$14.99,afternoon
55+ Rise 'N Shine,$13.74,afternoon
55+ 2 x 2 x 2,$13.74,afternoon
55+ Thick ‘N Fluffy French Toast,$13.74,afternoon
55+ BLT,$14.49,afternoon
55+ Crispy Shrimp,$13.74,afternoon
55+ Crispy Fish,$14.99,afternoon
Silver 5,$11.86,afternoon
Jr. Cupcake Pancake Combo,$11.86,afternoon
Jr. Mac & Cheese,$11.86,afternoon
Jr. Chicken & Waffles,$11.86,afternoon
Jr. Chicken Strips Dinner,$11.86,afternoon
Happy Face® Pancake Combo,$11.86,afternoon
Jr. Cheeseburger,$11.86,afternoon
French Toast Sticks,$11.86,afternoon
Cinnamon Dippers,$9.99,afternoon
House-Made Milkshakes,$8.49,afternoon
Silverware,$0.00,afternoon
Condiments,$0.00,afternoon
No Condiments,$0.00,afternoon
Fruit Juices,$4.99,afternoon
Coffee & Hot Chocolate,$4.99,afternoon
Tea & Lemonade,$4.36,afternoon
Fountain Drinks,$4.99,afternoon
Splashers,$6.24,afternoon
Milk & Chocolate Milk,$4.99,afternoon
Breakfast Beverage Bundle,$13.74,afternoon
Lunch/Dinner Beverage Bundle,$13.74,afternoon
