Item Name,Price,Time of Day
Calypso,$5.35,night
Canned Soda,$3.45,night
Bottled Water,$2.85,night
Red Bull,$4.45,night
Red Bull - Sugar Free,$4.45,night
Mela Water,$6.25,night
GOOD IDEA,$5.35,night
MAKE IT A COMBO,$5.65,night
Peruvian Chocolate Brownie,$4.15,night
Salted Caramel Cookie,$4.15,night
Brown Butter Marshmallow Bar,$4.15,night
Chocolate Chip Cookie,$4.15,night
VEGAN Chicken'N NUGGETS,$7.55,night
670. MEATWAD,$7.55,night
CHICKEN STRIPS,$7.55,night
"668. TURKEY, TURKEY!",$7.55,night
304. CHESTER THE CHEETAH,$7.55,night
601. NINJA TURTLE,$7.55,night
DUTCH CRUNCH 6-PACK,$12.45,night
SOURDOUGH 6-PACK,$12.45,night
Side Of DIRTY SAUCE,$0.75,night
Side Of VEGAN DIRTY SAUCE,$0.75,night
Side Of SAUCE,$1.25,night
Side Of BANANA PEPPERS,$0.05,night
Side Of PICKLES,$0.05,night
Side Of ONIONS,$0.05,night
Side Of JALAPENOS,$0.05,night
